CHR,chromosomeChunk
5,5:110559351-112824527
5,5:110831731-112930982
5,5:111478138-114516243
5,5:112043195-114599145
5,5:112196885-114632528
5,5:112312399-114880591
5,5:112357796-114968689
5,5:112849380-115249778
5,5:114460459-115748459
5,5:114546527-115910630
5,5:114602885-118324240
5,5:114856608-118584833
5,5:114914339-118735383
5,5:115163893-118972894
5,5:115419504-121411265
5,5:115779312-122165803
5,5:118173017-122170228
5,5:118373467-122365049
5,5:118604387-122759286
5,5:118788138-122952739
5,5:121297656-124084500
5,5:122110691-125832186
5,5:122168051-125931110
5,5:122179134-125962944
5,5:122680579-126172712
5,5:122847793-126366500
5,5:123972608-126409184
5,5:125695824-126890781
5,5:125877533-127418864
5,5:125935960-127525380
5,5:126112315-127994878
5,5:126203406-128449721
5,5:126378250-130541119
5,5:126853301-130734140
5,5:127276118-130970929
5,5:127419458-131132710
5,5:127593601-131347936
5,5:128430444-131731306
5,5:130494720-131811736
5,5:130581186-131826490
5,5:130759614-131980313
5,5:130977407-132018368
5,5:131142683-132073330
5,5:131527531-132142933
5,5:131746328-132166590
5,5:131817301-132203723
5,5:131891711-132210738
5,5:132009678-132299326
5,5:132024373-132362296
5,5:132083137-132442141
5,5:132157833-132948255
5,5:132196873-133304478
5,5:132208014-133340824
5,5:132211071-133512729
5,5:132332677-133706738
5,5:132387654-133727683
5,5:132532147-133747589
5,5:133291201-133918918
5,5:133307606-134063513
5,5:133450402-134087847
5,5:133530025-134195427
5,5:133706870-134237215
5,5:133737778-134347392
5,5:133860003-134735604
5,5:133936834-134788089
5,5:134074191-135399507
5,5:134094469-135524435
5,5:134209493-136934068
5,5:134240596-137071779
5,5:134368970-137090039
5,5:134779905-137387650
5,5:135364584-137549032
5,5:135468534-137685416
5,5:136310987-137772717
5,5:136953189-137782658
5,5:137087075-137805004
5,5:137150022-137878989
5,5:137475455-137911133
5,5:137620954-138270723
5,5:137688285-138667360
5,5:137774706-138720242
5,5:137801179-138725770
5,5:137841784-138730885
5,5:137890571-138739777
5,5:137946656-138780180
5,5:138282409-138862520
5,5:138677276-139008018
5,5:138723169-139024587
5,5:138727635-139063467
5,5:138732252-139496321
5,5:138744279-139508391
5,5:138855119-139552636
5,5:138906016-139682706
5,5:139024045-139726216
5,5:139026884-139780952
5,5:139452442-139973337
5,5:139505521-140013286
5,5:139536904-140042064
5,5:139554227-140086248
5,5:139712428-140391929
5,5:139750476-140700330
5,5:139781399-140892546
5,5:140011313-140998622
5,5:140018325-141016437
5,5:140044261-141030986
5,5:140186659-141061788
5,5:140698057-141258811
5,5:140710252-141321612
5,5:140894583-141369856
5,5:141000443-141392606
5,5:141016517-141534005
5,5:141032968-142608576
5,5:141232938-142815077
5,5:141303373-143550278
5,5:141323150-145214932
5,5:141371314-145461354
5,5:141488070-145483932
5,5:142149949-145562223
5,5:142657496-145718814
5,5:143537723-145891524
5,5:144851362-146464347
5,5:145316142-147162338
5,5:145463949-147261754
5,5:145492601-147822399
5,5:145583113-148208196
5,5:145826874-148442726
5,5:145967936-148640105
5,5:146967990-148734146
5,5:147250245-148749216
5,5:147763498-148783765
5,5:148206156-148931007
5,5:148303202-149014531
5,5:148521046-149234585
5,5:148724993-149324356
5,5:148737570-149432386
5,5:148750887-149492935
5,5:148871760-149535435
5,5:148931510-149779871
5,5:149109861-149792492
5,5:149237519-149829319
5,5:149340300-149937773
5,5:149432854-150038782
5,5:149493400-150080669
5,5:149737202-150138671
5,5:149781200-150176296
5,5:149822753-150284545
5,5:149865381-150408554
5,5:149980642-150473138
5,5:150070356-150537443
5,5:150088002-150650001
5,5:150157508-150871942
5,5:150226085-150948505
5,5:150400124-151066726
5,5:150409506-151104917
5,5:150480273-151192346
5,5:150560613-153825410
5,5:150816607-153840614
5,5:150883654-154197167
5,5:151040657-154256353
5,5:151104392-154317769
5,5:151121877-154348971
5,5:153369688-156390266
5,5:153825517-156486130
5,5:154092462-156682201
5,5:154198051-157002783
5,5:154266976-157168456
5,5:154320630-157187717
5,5:156346293-157286183
5,5:156456424-158526769
5,5:156512843-158544486
5,5:156693089-158637061
5,5:157158205-158713044
5,5:157170703-159546430
5,5:157212751-159665742
5,5:158122928-159675224
5,5:158527491-159772403
5,5:158584417-159827104
5,5:158690089-159848718
5,5:159436120-159855748
5,5:159614374-159914433
5,5:159674524-162873157
5,5:159678659-162887146
5,5:159820155-162918947
5,5:159828648-162946342
5,5:159848829-164598649
5,5:159895275-167899308
5,5:162864575-167946304
5,5:162873532-168006605
5,5:162887209-168044059
5,5:162930120-168728133
5,5:163723702-169031782
5,5:167718656-169510386
5,5:167913450-169725231
5,5:167975500-169739720
5,5:168043317-169760883
5,5:168088745-169816681
5,5:169010638-170241051
5,5:169064251-170838141
5,5:169659451-171433877
5,5:169735705-171615390
5,5:169758433-171711075
5,5:169801675-171881527
5,5:170174051-172118543
5,5:170814120-172198198
5,5:171288553-172379688
5,5:171469077-172396774
5,5:171636644-172462448
5,5:171752185-172566291
5,5:172068269-172591390
5,5:172195093-173012071
5,5:172261278-173043663
5,5:172381789-173236042
5,5:172410760-173388979
5,5:172483355-173959460
5,5:172571445-174956745
5,5:173006646-175113245
5,5:173034517-175311023
5,5:173213793-175461683
5,5:173315283-175559261
5,5:173763298-175772994
5,5:174904065-175788971
5,5:175085033-175843570
5,5:175223313-175937075
5,5:175344876-175965026
5,5:175476681-176037134
5,5:175665365-176086058
5,5:175773064-176326333
5,5:175792471-176449634
5,5:175874629-176508190
5,5:175953698-176525145
5,5:175969512-176727216
5,5:176074388-176739758
5,5:176237478-176778853
5,5:176332006-176799602
5,5:176449697-176883283
5,5:176513887-176901402
5,5:176560026-176938275
5,5:176728199-176944470
5,5:176758563-176981542
5,5:176784838-177023125
5,5:176829141-177037348
5,5:176883609-177046755
5,5:176910395-177221397
5,5:176938578-177390961
5,5:176946789-177482560
5,5:177019159-177483195
5,5:177027101-177553088
5,5:177038254-177580968
5,5:177134982-177593563
5,5:177236408-177659792
5,5:177433406-178017556
5,5:177482605-178057616
5,5:177540444-178157703
5,5:177557997-178315123
5,5:177592703-178360213
5,5:177631508-178462065
5,5:177664619-178510538
5,5:178029665-178772431
5,5:178138593-178954514
5,5:178286954-179037027
5,5:178322895-179061785
5,5:178450753-179157926
5,5:178487416-179223648
5,5:178537852-179334859
5,5:178954225-179499118
5,5:178977559-179719099
5,5:179041179-179722253
5,5:179105629-179780387
5,5:179159851-180005405
5,5:179224597-180018540
5,5:179338651-180076624
5,5:179660143-180242652
5,5:179720245-180262726
5,5:179727690-180288286
5,5:179921412-180377906
5,5:180017103-180433727
5,5:180028506-180488523
5,5:180217541-180632293
5,5:180257957-180662809
5,5:180274611-180699308
5,5:180326077-180755068
5,5:180415845-180915260
5,5:180467225-180915260
5,5:180618924-180915260
6,6:1-711405
6,6:1-1529146
6,6:1-2245926
6,6:291630-2482256
6,6:391739-2751200
6,6:485133-2787186
6,6:708592-2842240
6,6:1528599-2881641
6,6:1624041-2903514
6,6:2245982-2972090
6,6:2663863-3019996
6,6:2765648-3115421
6,6:2832566-3153812
6,6:2854896-3157760
6,6:2887500-3457256
6,6:2948393-3754105
6,6:2988201-3851551
6,6:3064225-4065217
6,6:3118608-4135831
6,6:3153903-4955785
6,6:3231637-5004297
6,6:3722848-5043683
6,6:3849620-5087455
6,6:4021501-5261172
6,6:4115923-5771813
6,6:4706393-6007200
6,6:4994966-6321246
6,6:5030206-6655216
6,6:5085720-6683866
6,6:5102827-6711235
6,6:5261277-7252213
6,6:5998232-7347679
6,6:6144318-7418270
6,6:6346698-7586950
6,6:6680542-7612200
6,6:6692977-8064647
6,6:7107830-8102811
6,6:7268539-8435794
6,6:7389729-10629601
6,6:7541808-10710015
6,6:7590432-10731362
6,6:7727030-10747896
6,6:8073593-10979553
6,6:8413301-11138964
6,6:10492456-11382581
6,6:10694928-11583757
6,6:10723148-11807279
6,6:10743557-12165232
6,6:10747992-12297427
6,6:11094266-12515006
6,6:11183531-13328815
6,6:11537938-13487894
6,6:11712287-13614790
6,6:12008995-13711796
6,6:12290596-13814800
6,6:12514342-13980533
6,6:12717893-14137149
6,6:13358062-15245231
6,6:13574816-15522252
6,6:13615559-15663289
6,6:13786789-16148479
6,6:13924677-16161642
6,6:14117872-16163993
6,6:15244154-16295780
6,6:15246527-16762883
6,6:15523032-16767114
6,6:16129356-17611950
6,6:16161157-17707575
6,6:16163608-17987854
6,6:16238811-18122851
6,6:16299343-18155305
6,6:16764577-18224084
6,6:17600586-18265054
6,6:17615269-18469105
6,6:17759414-20212670
6,6:18120718-20493941
6,6:18128542-21232635
6,6:18155560-21598847
6,6:18224099-22214734
6,6:18368779-24537435
6,6:20100935-24646383
6,6:20402398-24667261
6,6:20534688-24721064
6,6:21593972-24786327
6,6:21665003-25042398
6,6:24403153-25166793
6,6:24544332-25620758
6,6:24650205-25987384
6,6:24667263-26002003
6,6:24775159-26013985
6,6:24797549-26056699
6,6:25081548-26098571
6,6:25279306-26124154
6,6:25963030-26139344
6,6:25992890-26171577
6,6:26013469-26202882
6,6:26055968-26285762
6,6:26087509-26322520
6,6:26115101-26378546
6,6:26124373-26395102
6,6:26158349-26415444
6,6:26202384-26432611
6,6:26281283-26453643
6,6:26322104-26476849
6,6:26365387-26510650
6,6:26383324-26526807
6,6:26402465-26527632
6,6:26421619-26546482
6,6:26440700-26600278
6,6:26458150-26659980
6,6:26501449-26688192
6,6:26522076-26924333
6,6:26527291-27091000
6,6:26538633-27100541
6,6:26597180-27103070
6,6:26636518-27114619
6,6:26686469-27224403
6,6:26839263-27339304
6,6:27090436-27371683
6,6:27093676-27440897
6,6:27100832-27792257
6,6:27106073-27823487
6,6:27215480-27925960
6,6:27325604-28057341
6,6:27342394-28105071
6,6:27418522-28127250
6,6:27791884-28137372
6,6:27806323-28201260
6,6:27925019-28227011
6,6:28046570-28228736
6,6:28089573-28245974
6,6:28109688-28270326
6,6:28129559-28336947
6,6:28192664-28367511
6,6:28212401-28891766
6,6:28227098-29601753
6,6:28234788-29716826
6,6:28249314-29765588
6,6:28292470-29858259
6,6:28346732-29913661
6,6:28870779-30032686
6,6:29523406-30038110
6,6:29690552-30181204
6,6:29758731-30311506
6,6:29855350-30314661
6,6:29909037-30461982
6,6:29968788-30531500
6,6:30034486-30564956
6,6:30152232-30594172
6,6:30227361-30614600
6,6:30312908-30640814
6,6:30457244-30655672
6,6:30509154-30659197
6,6:30539153-30685666
6,6:30568177-30693203
6,6:30594619-30710510
6,6:30614816-30711369
6,6:30644166-30867933
6,6:30655824-30894236
6,6:30667584-31126015
6,6:30687978-31148508
6,6:30695486-31171745
6,6:30710706-31239907
6,6:30844198-31325414
6,6:30875961-31363272
6,6:31110216-31445283
6,6:31126319-31478901
6,6:31162977-31510225
6,6:31236526-31516204
6,6:31321649-31542101
6,6:31362066-31546113
6,6:31368479-31550299
6,6:31462658-31560762
6,6:31497996-31584798
6,6:31512239-31605548
6,6:31539831-31625987
6,6:31543344-31628549
6,6:31548302-31641553
6,6:31553901-31651817
6,6:31582961-31685581
6,6:31588497-31694491
6,6:31606805-31707540
6,6:31626075-31732628
6,6:31629006-31745108
6,6:31644461-31763730
6,6:31654726-31774761
6,6:31686371-31785723
6,6:31694815-31798031
6,6:31707725-31807541
6,6:31733367-31830683
6,6:31745295-31865464
6,6:31765173-31913449
6,6:31783291-31937532
6,6:31795512-31970458
6,6:31802385-32003195
6,6:31825436-32096030
6,6:31847536-32098068
6,6:31865562-32145873
6,6:31919864-32152101
6,6:31937587-32157963
6,6:31982539-32191844
6,6:32008931-32412823
6,6:32096484-32498064
6,6:32116136-32527799
6,6:32146131-32557625
6,6:32152512-32614839
6,6:32158543-32636160
6,6:32407619-32806599
6,6:32485120-32827362
6,6:32520490-32908847
6,6:32546546-32949282
6,6:32595956-32977389
6,6:32627244-33054978
6,6:32780540-33172216
6,6:32808494-33174608
6,6:32902406-33180499
6,6:32916390-33244287
6,6:32971955-33267101
6,6:33032346-33282164
6,6:33161365-33285719
6,6:33172419-33297046
6,6:33176272-33386094
6,6:33218049-33421466
6,6:33244917-33548019
6,6:33267471-33561115
6,6:33282183-33679504
6,6:33286335-33756913
6,6:33378176-33895408
6,6:33387847-34214008
6,6:33540329-34217247
6,6:33551515-34393902
6,6:33588142-34503006
6,6:33738979-34665247
6,6:33835283-34741571
6,6:34204650-34855866
6,6:34214157-35059179
6,6:34247456-35220856
6,6:34433916-35263762
6,6:34555065-35289548
6,6:34725183-35395968
6,6:34759857-35434880
6,6:34857042-35438562
6,6:35182190-35464853
6,6:35226686-35696360
6,6:35265595-35716856
6,6:35310335-35889119
6,6:35420138-35992645
6,6:35436185-36079013
6,6:35441374-36107842
6,6:35541362-36200567
6,6:35704809-36276372
6,6:35773070-36356164
6,6:35911291-36458920
6,6:35995488-36515247
6,6:36095586-36573377
6,6:36114475-36655116
6,6:36210980-36699870
6,6:36322419-36807778
6,6:36410544-36896740
6,6:36461669-36932613
6,6:36562145-36954074
6,6:36644305-36996846
6,6:36683256-37143202
6,6:36708552-37300746
6,6:36822603-37362514
6,6:36922209-37450603
6,6:36935917-37467698
6,6:36973422-37503392
6,6:37137979-37518636
6,6:37225548-37667082
6,6:37321748-38122400
6,6:37400995-38607924
6,6:37450696-38670917
6,6:37475124-38998301
6,6:37512921-39082965
6,6:37600284-39197226
6,6:37787275-39282329
6,6:38136227-39902290
6,6:38643701-40555204
6,6:38683117-41067715
6,6:39071840-41108571
6,6:39156749-41122075
6,6:39266777-41168932
6,6:39760142-41190382
6,6:40359325-41206620
6,6:40994772-41217387
6,6:41068761-41254457
6,6:41117080-41570122
6,6:41158015-41703997
6,6:41176292-41863099
6,6:41196062-41888877
6,6:41215107-41900784
6,6:41235664-42018095
6,6:41514164-42055199
6,6:41651716-42110357
6,6:41737914-42162654
6,6:41873092-42185603
6,6:41888926-42419789
6,6:41902671-42661242
6,6:42018251-42690312
6,6:42068856-42714558
6,6:42152139-42836298
6,6:42174539-42857663
6,6:42192669-42858554
6,6:42531800-42893573
6,6:42664340-42907025
6,6:42712219-42916098
6,6:42749765-42924503
6,6:42847356-42946958
6,6:42858005-42981706
6,6:42883727-42989036
6,6:42896938-43002143
6,6:42908102-43042837
6,6:42924083-43129457
6,6:42928496-43149243
6,6:42952237-43192325
6,6:42981951-43197222
6,6:42989383-43337216
6,6:43005355-43424370
6,6:43044006-43474294
6,6:43139037-43543812
6,6:43149913-43596899
6,6:43193367-43608689
6,6:43267448-43655528
6,6:43395104-43754224
6,6:43445261-44123256
6,6:43477440-44201888
6,6:43543887-44221620
6,6:43597277-44225291
6,6:43612783-44233500
6,6:43737921-44346694
6,6:44081194-44418163
6,6:44187242-45632086
6,6:44214824-46048132
6,6:44221833-46097443
6,6:44225903-46114436
6,6:44240931-46138708
6,6:44355262-46175123
6,6:44777054-46459709
6,6:45868045-46703430
6,6:46064830-47277641
6,6:46097730-47594999
6,6:46126924-49430904
6,6:46172466-49460820
6,6:46188475-49712150
6,6:46655612-50880969
6,6:47199268-52149679
6,6:47445525-52272575
6,6:49398073-52441713
6,6:49431091-52448783
6,6:49695097-52551386
6,6:50880425-52860176
6,6:52128807-52965671
6,6:52226219-53013627
6,6:52285106-53073495
6,6:52442105-53213947
6,6:52535907-53481969
6,6:52842751-53788919
6,6:52866077-54131078
6,6:52991762-56819426
6,6:53071396-56869597
6,6:53132196-56920023
6,6:53362139-57087078
6,6:53659295-57513375
6,6:53794780-58240189
6,6:56322785-58287779
6,6:56869318-62996132
6,6:56911347-63922929
6,6:56951642-64029882
6,6:57179603-64293492
6,6:58234838-66417118
6,6:58272352-69344919
6,6:62389865-70507003
6,6:63921351-70919679
6,6:63985856-71270877
6,6:64231666-71299272
6,6:64345725-71666741
6,6:69339854-72037931
6,6:70385694-73112845
6,6:70576463-73908574
6,6:71122644-74020088
6,6:71276620-74161999
6,6:71377479-74218959
6,6:71931160-74280319
6,6:72596406-74363878
6,6:73331520-74538040
6,6:73951037-75960039
6,6:74104471-75994684
6,6:74171301-76203454
6,6:74225473-76427997
6,6:74303102-76629254
6,6:74405508-79787953
6,6:75947391-79944406
6,6:75962640-80413372
6,6:75994730-80657297
6,6:76311225-80752244
6,6:76458909-81055987
6,6:79577189-82462491
6,6:79910962-82957471
6,6:80341000-83775560
6,6:80624529-83908651
6,6:80713604-84140797
6,6:80816364-84677143
6,6:82201156-84937353
6,6:82879700-86205500
6,6:83602117-86303874
6,6:83777385-86353510
6,6:83920108-86370324
6,6:84569362-86388451
6,6:84833960-87973914
6,6:86159809-88052043
6,6:86215214-88075181
6,6:86318053-88222054
6,6:86369610-88299721
6,6:86370710-88377169
6,6:87862551-88411927
6,6:88032301-88876078
6,6:88054567-88986708
6,6:88180341-89673348
6,6:88224096-89794879
6,6:88299839-89827800
6,6:88384790-89875284
6,6:88849583-90025018
6,6:88985601-90062567
6,6:89319985-90121989
6,6:89790470-90348472
6,6:89805678-90529442
6,6:89855769-90584155
6,6:89966927-91006627
6,6:90036344-91296764
6,6:90074355-96025326
6,6:90142889-96057333
6,6:90352218-97003152
6,6:90539613-97285353
6,6:90636248-97345757
6,6:91223292-97588630
6,6:96023059-97731093
6,6:96025419-99395849
6,6:96969471-99842080
6,6:97242002-99879249
6,6:97337189-99979794
6,6:97372605-100016972
6,6:97590037-101329248
6,6:99316420-105307794
6,6:99817276-105850959
6,6:99845927-106557814
6,6:99880190-106773666
6,6:99990256-107018326
6,6:100956070-107077373
6,6:105175968-107116292
6,6:105725440-107372546
6,6:106534195-107436473
6,6:106632351-107780768
6,6:106959730-107981357
6,6:107018903-108145521
6,6:107077453-108281190
6,6:107349407-108351922
6,6:107386386-108487058
6,6:107473761-108582464
6,6:107811162-108847999
6,6:108025308-109005977
6,6:108188960-109295186
6,6:108351453-109416022
6,6:108362613-109485135
6,6:108532426-109592217
6,6:108616098-109676266
6,6:108881038-109703762
6,6:109169619-109765122
6,6:109307640-109804440
6,6:109416313-110012420
6,6:109487036-110146631
6,6:109612231-110149988
6,6:109687717-110501207
6,6:109711418-110575478
6,6:109765265-110736765
6,6:109814059-110797844
6,6:110012499-110800639
6,6:110147725-111137161
6,6:110421022-111180350
6,6:110501344-111216916
6,6:110712974-111289093
6,6:110745890-111291075
6,6:110799110-111349466
6,6:110931181-111552397
6,6:111179442-111592370
6,6:111195973-111599945
6,6:111279763-111619713
6,6:111290976-111927481
6,6:111303218-112194655
6,6:111408781-112408732
6,6:111580551-112423993
6,6:111599135-114792869
6,6:111618329-116381921
6,6:111620234-116570660
6,6:111981535-116575261
6,6:112375275-116762424
6,6:112408802-116784934
6,6:114254192-116866773
6,6:116252312-116918838
6,6:116422012-116954148
6,6:116571151-116989957
6,6:116575336-117063029
6,6:116782533-117923691
6,6:116816152-118031803
6,6:116892530-118320611
6,6:116937642-119031238
6,6:116956781-119256327
6,6:117002350-119470552
6,6:117639374-119670926
6,6:117996665-121655891
6,6:118320138-122754264
6,6:118781935-122792967
6,6:119134605-123047518
6,6:119280928-123130865
6,6:119498374-125413779
6,6:121400640-125623282
6,6:122720691-126082415
6,6:122764499-126252266
6,6:122793076-126301387
6,6:123110315-126360422
6,6:125230239-126670021
6,6:125440195-126965536
6,6:126068810-127609712
6,6:126102307-127664754
6,6:126277927-127840146
6,6:126307576-128239776
6,6:126661320-128841870
